actual,arima,rf,lstm,ensemble_manual,ensemble_stacked
0.0359320408011978,-0.0007683952422068,0.0016551051289018,0.00041382865,0.0004936082499535899,-0.0007017109083190067
0.0381759057917001,0.0040589725241293,9.934902123916512e-05,0.0021841538,0.0020169177446724977,0.0014454019755105437
0.0355118312220898,0.0045924364375359,-0.0029932435666355,0.0031870948,0.001445578862938345,0.002840478858333579
-0.0203829326619997,0.0044304245900101,-0.0023984877419391,0.0024163863,0.0013353918723243451,0.0024508778281335957
-0.0077519901765525,-0.0008410226489812,0.0012447298177363,-0.002396916,-0.0006555719584866549,-0.0010921701496293377
0.0306537933688697,4.651552908294923e-05,5.617113742725464e-05,0.0007140301,0.00028352509182442384,0.00012329900706920798
-0.0033599326987427,0.0037038113675347,0.0009589450195674,0.0084096035,0.004390135392109,0.0021898512219699837
-0.0212593036441068,0.0007267578389528,0.0038887389163724,0.00886123,0.00468051647241618,0.0004657962270258795
0.0128097070143655,-0.001123727170027,0.0047683571062824,0.00838974,0.00426821583619074,-0.00041744192829528087
0.0597008193342714,0.0019599387877885,0.0068912371983538,0.01221337,0.007274594155760379,0.000367416500850341
0.0314738502644647,0.0065643205109444,0.0021842149529519,0.01610622,0.008370948386816485,0.003932807409999764
-0.0101207649840788,0.0042280229437288,-0.0069591567504628,0.010535903,0.0025202680704566596,0.005456958852016744
-0.0696637600174132,0.0001716516854815,-0.0040391289763075,0.0018475687,-0.0007155505910631748,0.0017803582754069651
0.0133335181532423,-0.0057292123912057,0.0019546612709503,-0.0060066744,-0.003136968312529105,-0.0032986415915245673
0.0164207147830341,0.0018457620489758,0.0016926419865654,0.002825509,0.00213508145999063,0.0004217980113267911
-0.0189072252086957,0.0024936212716564,0.006823958550983,0.0072953124,0.00568983121434097,-0.0003649365728027221
0.0454254469853148,-0.0008046326453396,-0.0033106003838772,0.005381064,0.00048327247204109987,0.0019133175316540607
0.004352157691041,0.0050843241227326,0.008272473163793,0.010344423,0.00804121089414733,0.00038054435047886557
0.0214809762032399,0.0015387584783177,0.00357504069576,0.0053141173,0.00357283284201131,0.0001430813984625081
-0.0019338330507703,0.0029863678424453,-0.0017569061710155,0.003455374,0.0014903740928781648,0.0020339696425920534
0.0007740115574335,0.0008710050723094,-0.0013378319555056,-0.00021419872,-0.00028190921473414,0.0006557178468760947
0.0520086741631753,0.0010226393092805,-4.859100431903474e-05,-0.0009723172,-5.052607872751215e-05,0.00011168769284709791
0.01711315086157,0.0058449192364216,-0.0006742754653163,0.0038120486,0.002851696368065775,0.0024858780481939865
-0.0112544797449838,0.0028519292624456,-0.0125537965500738,0.0011686139,-0.0031292351487921494,0.0053160126085462014
0.0369151643622216,4.511782561463754e-05,-0.0031404433733808,-0.0012802683,-0.0015337137379988885,0.0008647757070610516
-0.0278291485361856,0.0044236626283057,-0.0052637928395894,0.0048075826,0.0011674252046354197,0.003876858720779058
0.0154374026845509,-0.0013888605249754,0.0007722496709762,0.00221662,0.0006294462273490498,-0.0002324415802785971
0.0211499030545496,0.0023294066106374,0.0010256893598668,0.008104536,0.0038944008591446,0.0017450132407722128
0.0,0.0030631139627866,-0.001760992383311,0.011866776,0.00445595845467713,0.00359128787244266
-0.0158203604635929,0.0011473913127075,0.0015351311986365,0.010707689,0.0046292044633350245,0.0017291434930679288
0.0147733986884937,-0.0004246749988604,0.0070756931697055,0.007717096,0.005050073709738805,-0.0011522897293031165
-0.0020971509490523,0.0023298547958665,0.0055034455683089,0.0085336305,0.005611933062668065,0.0002743394483985691
-0.0042076093394443,0.00091097832853,0.0014389365407456,0.0057309945,0.00278276936281996,0.0007909833582679567
0.0122229700664164,0.0006403945011666,0.0022530314880377,0.004324184,0.002494143771163175,0.0001804652569682739
